Institucija,Naslov,IzvjescaURL,DatumOtvaranja,DatumZatvaranja,OcekivanaObjavaIzvjesca,Stanje,DokumentiURL,SavjetovanjeURL,ID
Ministarstvo financija,Savjetovanje o Nacrtu prijedloga Zakona o tržištu kapitala,/ECon/EconReport?entityId=6312,08.11.2017.,08.12.2017.,08.01.2018.,Izvješća objavljena,/Documents/List/6312,/ECon/MainScreen?entityId=6312,6312
Ministarstvo uprave,Savjetovanje sa zainteresiranom javnošću o Prijedlogu plana zakonodavnih aktivnosti Ministarstva uprave za 2018. godinu,/ECon/EconReport?entityId=6315,07.11.2017.,22.11.2017.,29.11.2017.,Izvješća objavljena,/Documents/List/6315,/ECon/MainScreen?entityId=6315,6315
Ministarstvo vanjskih i europskih poslova,Savjetovanje o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o vanjskim poslovima,/ECon/EconReport?entityId=6318,07.11.2017.,22.11.2017.,01.12.2017.,Izvješća objavljena,/Documents/List/6318,/ECon/MainScreen?entityId=6318,6318
Ministarstvo zdravstva,"Savjetovanje o Nacrtu Pravilnika o parametrima za provjeru sukladnosti i parametrima radioaktivnih tvari u vodi za ljudsku potrošnju, vrsti i opsegu analiza uzoraka u svrhu ispitivanja parametara za provjeru sukladnosti, vrijednostima parametara, učestalosti uzimanja uzoraka vode za ljudsku potrošnju u programu monitoringa, načinu monitoringa, načinu provedbe procjene rizika u programu monitoringa, načinu odobravanja planova sigurnosti vode za ljudsku potrošnju, metodama i točkama uzorkovanja, metodama laboratorijskog ispitivanja parametara sukladnosti u vodi za ljudsku potrošnju i načinu vođenja registra pravnih osoba koje obavljaju djelatnost javne vodoopskrbe",/ECon/EconReport?entityId=6320,07.11.2017.,07.12.2017.,08.01.2018.,Izvješća objavljena,/Documents/List/6320,/ECon/MainScreen?entityId=6320,6320
Ministarstvo zdravstva,Savjetovanje o Nacrtu pravilnika o izmjenama i dopunama Pravilnika o zdravstvenim pregledima vozača i kandidata za vozače,/ECon/EconReport?entityId=6323,07.11.2017.,07.12.2017.,08.01.2018.,Izvješća objavljena,/Documents/List/6323,/ECon/MainScreen?entityId=6323,6323
Ministarstvo poljoprivrede,"Savjetovanje s javnošću na Prijedlog pravilnika o uvjetima i načinu provedbe mjera Nacionalnog programa poticanja provedbe uzgojnih programa za toplokrvne pasmine i uzgojne tipove konja u Republici Hrvatskoj za razdoblje od 2015. do 2020. godine u 2017., 2018., 2019. i 2020. godini",/ECon/EconReport?entityId=6305,06.11.2017.,06.12.2017.,10.12.2017.,Izvješća objavljena,/Documents/List/6305,/ECon/MainScreen?entityId=6305,6305
Ministarstvo vanjskih i europskih poslova,Savjetovanje o Prijedlogu plana zakonodavnih aktivnosti za 2018. godinu i obrascu prethodne procjene za Nacrt prijedloga Zakona o sudjelovanju civilnih stručnjaka u međunarodnim misijama i operacijama,/ECon/EconReport?entityId=6307,06.11.2017.,21.11.2017.,28.11.2017.,Izvješća objavljena,/Documents/List/6307,/ECon/MainScreen?entityId=6307,6307
Ured za ljudska prava i prava nacionalnih manjina Vlade Republike Hrvatske,Savjetovanje o prijedlogu nacionalnog plana za suzbijanje trgovanja ljudima za razdoblje od 2017. do 2020. godine,/ECon/EconReport?entityId=6310,06.11.2017.,21.11.2017.,28.11.2017.,Izvješća objavljena,/Documents/List/6310,/ECon/MainScreen?entityId=6310,6310
Ministarstvo poljoprivrede,Savjetovanje s javnošću za Prijedlog pravilnika o povlastici za obavljanje gospodarskog ribolova na moru i registru povlastica,/ECon/EconReport?entityId=6274,03.11.2017.,12.11.2017.,27.11.2017.,Izvješća objavljena,/Documents/List/6274,/ECon/MainScreen?entityId=6274,6274
"Ministarstvo gospodarstva, poduzetništva i obrta",Savjetovanje o Iskazu o procjeni učinaka propisa na Nacrt prijedloga Zakona o državnoj potpori za istraživačko-razvojne projekte,/ECon/EconReport?entityId=6277,03.11.2017.,04.12.2017.,15.12.2017.,Izvješća objavljena,/Documents/List/6277,/ECon/MainScreen?entityId=6277,6277
"Ministarstvo gospodarstva, poduzetništva i obrta",Savjetovanje o Nacrtu prijedloga Zakona o državnoj potpori za istraživačko-razvojne projekte,/ECon/EconReport?entityId=6283,03.11.2017.,04.12.2017.,15.12.2017.,Izvješća objavljena,/Documents/List/6283,/ECon/MainScreen?entityId=6283,6283
Državni zavod za statistiku,Nacrt prijedloga godišnjega provedbenog plana statističkih aktivnosti Republike Hrvatske 2018. godine,/ECon/EconReport?entityId=6284,03.11.2017.,04.12.2017.,11.12.2017.,Izvješća objavljena,/Documents/List/6284,/ECon/MainScreen?entityId=6284,6284
"Ministarstvo mora, prometa i infrastrukture","Javno savjetovanje o Prijedlogu plana zakonodavnih aktivnosti Ministarstva mora, prometa i infrastrukture za 2018. godinu i pripadajućim obrascima prethodne procjene učinaka propisa",/ECon/EconReport?entityId=6289,03.11.2017.,20.11.2017.,27.11.2017.,Izvješća objavljena,/Documents/List/6289,/ECon/MainScreen?entityId=6289,6289
Ministarstvo poljoprivrede,"Savjetovanje s javnošću za Prijedlog pravilnika o uvjetima, kriterijima i načinu dodjele državne potpore male vrijednosti u segmentu toplovodnog uzgoja slatkovodnih riba, prerade proizvoda ribarstva i lokalnih akcijskih skupina u ribarstvu",/ECon/EconReport?entityId=6291,03.11.2017.,10.11.2017.,17.11.2017.,Izvješća objavljena,/Documents/List/6291,/ECon/MainScreen?entityId=6291,6291
Ministarstvo znanosti i obrazovanja,Savjetovanje s javnošću o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o odgoju i obrazovanju u osnovnoj i srednjoj školi,/ECon/EconReport?entityId=6207,03.11.2017.,03.12.2017.,03.02.2018.,Izvješća objavljena,/Documents/List/6207,/ECon/MainScreen?entityId=6207,6207
Ministarstvo poljoprivrede,Savjetovanje s javnošću za Prijedlog pravilnika o povlasticama za obavljanje gospodarskog ribolova na moru u državnom vlasništvu,/ECon/EconReport?entityId=6275,02.11.2017.,12.11.2017.,27.11.2017.,Izvješća objavljena,/Documents/List/6275,/ECon/MainScreen?entityId=6275,6275
Ured Vijeća za nacionalnu sigurnost,Savjetovanje o Prijedlogu plana zakonodavnih aktivnosti za 2018. i Prethodnoj procjeni za Nacrt prijedloga Zakona o sigurnosti mrežnih i informacijskih sustava (EU),/ECon/EconReport?entityId=6267,02.11.2017.,16.11.2017.,23.11.2017.,Izvješća objavljena,/Documents/List/6267,/ECon/MainScreen?entityId=6267,6267
Ministarstvo poljoprivrede,Savjetovanje s javnošću za Prijedlog pravilnika o izmjeni Pravilnika o lovostaju,/ECon/EconReport?entityId=6196,31.10.2017.,30.11.2017.,30.12.2017.,Izvješća objavljena,/Documents/List/6196,/ECon/MainScreen?entityId=6196,6196
Ministarstvo rada i mirovinskoga sustava,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNI ZAKONA O SREDIŠNJEM REGISTRU OSIGURANIKA,/ECon/EconReport?entityId=6257,31.10.2017.,29.11.2017.,08.12.2017.,Izvješća objavljena,/Documents/List/6257,/ECon/MainScreen?entityId=6257,6257
Ministarstvo državne imovine,Godišnji plan zakonodavnih aktivnosti,/ECon/EconReport?entityId=6261,31.10.2017.,14.11.2017.,30.11.2017.,Izvješća objavljena,/Documents/List/6261,/ECon/MainScreen?entityId=6261,6261
"Ministarstvo gospodarstva, poduzetništva i obrta",Savjetovanje o prijedlogu Strategije za uvođenje eura kao službene valute u Hrvatskoj,/ECon/EconReport?entityId=6249,30.10.2017.,30.11.2017.,31.01.2018.,Izvješća objavljena,/Documents/List/6249,/ECon/MainScreen?entityId=6249,6249
Ministarstvo financija,Uredba o kriterijima za utvrđivanje korisnika i načinu raspodjele dijela prihoda od igara na sreću za 2018. godinu,/ECon/EconReport?entityId=6251,30.10.2017.,20.11.2017.,20.12.2017.,Izvješća objavljena,/Documents/List/6251,/ECon/MainScreen?entityId=6251,6251
Ministarstvo kulture,Savjetovanje o prethodnoj procjeni za Nacrt prijedloga Zakona o muzejima,/ECon/EconReport?entityId=6255,30.10.2017.,14.11.2017.,14.12.2017.,Izvješća objavljena,/Documents/List/6255,/ECon/MainScreen?entityId=6255,6255
Ministarstvo regionalnog razvoja i fondova Europske unije,Nacrt Uputa za prijavitelje Poziva na dostavu projektnih prijedloga za razvoj poduzetništva u Gradu Kninu,/ECon/EconReport?entityId=6237,27.10.2017.,20.11.2017.,27.11.2017.,Izvješća objavljena,/Documents/List/6237,/ECon/MainScreen?entityId=6237,6237
Ministarstvo regionalnog razvoja i fondova Europske unije,Nacrt Uputa za prijavitelje Poziva na dostavu projektnih prijedloga za razvoj poduzetništva u Gradu Belom Manastiru,/ECon/EconReport?entityId=6239,27.10.2017.,20.11.2017.,27.11.2017.,Izvješća objavljena,/Documents/List/6239,/ECon/MainScreen?entityId=6239,6239
Ministarstvo znanosti i obrazovanja,"Savjetovanje s javnošću o Nacrtu Uputa za prijavitelje u Pozivu na dostavu projektnih prijedloga 'Jačanje kapaciteta za istraživanje, razvoj i inovacije'",/ECon/EconReport?entityId=6242,27.10.2017.,11.11.2017.,11.12.2017.,Izvješća objavljena,/Documents/List/6242,/ECon/MainScreen?entityId=6242,6242
Ministarstvo regionalnog razvoja i fondova Europske unije,Nacrt Uputa za prijavitelje Poziva na dostavu projektnih prijedloga za razvoj poduzetništva u Gradu Benkovcu,/ECon/EconReport?entityId=6244,27.10.2017.,20.11.2017.,27.11.2017.,Izvješća objavljena,/Documents/List/6244,/ECon/MainScreen?entityId=6244,6244
Ministarstvo regionalnog razvoja i fondova Europske unije,Nacrt Uputa za prijavitelje Poziva na dostavu projektnih prijedloga za razvoj poduzetništva u Gradu Petrinji,/ECon/EconReport?entityId=6232,27.10.2017.,20.11.2017.,27.11.2017.,Izvješća objavljena,/Documents/List/6232,/ECon/MainScreen?entityId=6232,6232
"Ministarstvo gospodarstva, poduzetništva i obrta",Savjetovanje sa zainteresiranom javnošću o nacrtu Uputa za prijavitelje Poziva na dostavu projektnih prijedloga 'Izgradnja i opremanje proizvodnih kapaciteta MSP-a',/ECon/EconReport?entityId=6234,26.10.2017.,16.11.2017.,23.11.2017.,Izvješća objavljena,/Documents/List/6234,/ECon/MainScreen?entityId=6234,6234
Ministarstvo unutarnjih poslova,Savjetovanje o Prijedlogu Plana zakonodavnih aktivnosti Ministarstva unutarnjih poslova za 2018. godinu,/ECon/EconReport?entityId=6219,24.10.2017.,07.11.2017.,09.11.2017.,Izvješća objavljena,/Documents/List/6219,/ECon/MainScreen?entityId=6219,6219
"Ministarstvo gospodarstva, poduzetništva i obrta",Savjetovanje o Nacrtu prijedloga Pravilnika o izmjenama i dopunama Pravilnika o aerosolnim raspršivačima,/ECon/EconReport?entityId=6222,24.10.2017.,09.11.2017.,16.11.2017.,Izvješća objavljena,/Documents/List/6222,/ECon/MainScreen?entityId=6222,6222
Ministarstvo graditeljstva i prostornoga uređenja,Prijedlog Pravilnika o tehničkom pregledu građevine,/ECon/EconReport?entityId=6209,23.10.2017.,07.11.2017.,30.12.2017.,Izvješća objavljena,/Documents/List/6209,/ECon/MainScreen?entityId=6209,6209
Ministarstvo financija,"Savjetovanje o Prijedlogu zakona o potvrđivanju Ugovora između Vlade Republike Hrvatske i Vlade Republike Kazahstana o izbjegavanju dvostrukog oporezivanja i sprječavanju izbjegavanja plaćanja poreza na dohodak, s Konačnim prijedlogom zakona",/ECon/EconReport?entityId=6211,23.10.2017.,06.11.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6211,/ECon/MainScreen?entityId=6211,6211
Ministarstvo graditeljstva i prostornoga uređenja,Obrazac prethodne procjene za Zakon o izmjenama i dopunama Zakona o društveno poticanoj stanogradnji,/ECon/EconReport?entityId=6202,20.10.2017.,04.11.2017.,30.12.2017.,Izvješća objavljena,/Documents/List/6202,/ECon/MainScreen?entityId=6202,6202
Ministarstvo poljoprivrede,Savjetovanje s javnošću za Nacrt prijedloga zakona o provedbi uredbi Europske unije o prometu drva i proizvoda od drva,/ECon/EconReport?entityId=6193,20.10.2017.,20.11.2017.,27.11.2017.,Izvješća objavljena,/Documents/List/6193,/ECon/MainScreen?entityId=6193,6193
Ministarstvo financija,Obrazac prijedloga plana zakonodavnih aktivnosti  Ministarstva financija za 2018. godinu i pripadajući obrasci Prethodne procjene,/ECon/EconReport?entityId=6188,19.10.2017.,03.11.2017.,04.12.2017.,Izvješća objavljena,/Documents/List/6188,/ECon/MainScreen?entityId=6188,6188
Ured za udruge Vlade Republike Hrvatske,Javno savjetovanje o nacrtu ključnih elemenata Poziva na dostavu projektnih prijedloga „Jačanje kapaciteta organizacija civilnoga društva za provedbu programa građanskog odgoja i obrazovanja – faza I“.,/ECon/EconReport?entityId=6174,18.10.2017.,02.11.2017.,10.11.2017.,Izvješća objavljena,/Documents/List/6174,/ECon/MainScreen?entityId=6174,6174
Ministarstvo graditeljstva i prostornoga uređenja,Prijedlog Plana zakonodavnih aktivnosti za 2018. godinu,/ECon/EconReport?entityId=6176,18.10.2017.,02.11.2017.,30.12.2017.,Izvješća objavljena,/Documents/List/6176,/ECon/MainScreen?entityId=6176,6176
Ministarstvo graditeljstva i prostornoga uređenja,Obrazac prethodne procjene za Zakon o izmjenama i dopunama Zakona o komori arhitekata i komorama inženjera u graditeljstvu i prostornom uređenju,/ECon/EconReport?entityId=6178,18.10.2017.,02.11.2017.,30.12.2017.,Izvješća objavljena,/Documents/List/6178,/ECon/MainScreen?entityId=6178,6178
Ministarstvo graditeljstva i prostornoga uređenja,Obrazac prethodne procjene za Zakon o izmjenama i dopunama Zakona o građevinskoj inspekciji,/ECon/EconReport?entityId=6180,18.10.2017.,02.11.2017.,30.12.2017.,Izvješća objavljena,/Documents/List/6180,/ECon/MainScreen?entityId=6180,6180
Ministarstvo graditeljstva i prostornoga uređenja,Obrazac prethodne procjene za Zakon o izmjenama i dopunama Zakona o poslovima i djelatnostima prostornog uređenja i gradnje,/ECon/EconReport?entityId=6182,18.10.2017.,02.11.2017.,30.12.2017.,Izvješća objavljena,/Documents/List/6182,/ECon/MainScreen?entityId=6182,6182
Ministarstvo zdravstva,Savjetovanje o Nacrtu Izmjena i dopune Mreže javne zdravstvene službe,NA,18.10.2017.,17.11.2017.,18.12.2017.,Zatvoren,/Documents/List/6184,/ECon/MainScreen?entityId=6184,6184
Ministarstvo poljoprivrede,Savjetovanje s javnošću za Prijedlog programa potpora za organizaciju manifestacija u 2017. godini,/ECon/EconReport?entityId=6186,18.10.2017.,01.11.2017.,15.12.2017.,Izvješća objavljena,/Documents/List/6186,/ECon/MainScreen?entityId=6186,6186
Ministarstvo rada i mirovinskoga sustava,Prijedlog pravilnika o izmjeni Pravilnika o poticajima pri zapošljavanju osoba s invaliditetom,/ECon/EconReport?entityId=6170,17.10.2017.,15.11.2017.,22.11.2017.,Izvješća objavljena,/Documents/List/6170,/ECon/MainScreen?entityId=6170,6170
Državni zavod za statistiku,Prijedlog plana zakonodavnih aktivnosti za 2018 i Prethodnih procjena,/ECon/EconReport?entityId=6155,16.10.2017.,30.10.2017.,03.11.2017.,Izvješća objavljena,/Documents/List/6155,/ECon/MainScreen?entityId=6155,6155
Državna uprava za zaštitu i spašavanje,Savjetovanje o Prijedlogu plana zakonodavnih aktivnosti za 2018. godinu Državne uprave za zaštitu i spašavanje i Prethodne procjene,/ECon/EconReport?entityId=6162,16.10.2017.,30.10.2017.,06.11.2017.,Izvješća objavljena,/Documents/List/6162,/ECon/MainScreen?entityId=6162,6162
Ministarstvo vanjskih i europskih poslova,Savjetovanje o prijedlogu Plana zakonodavnih aktivnosti Ministarstva vanjskih i europskih poslova,/ECon/EconReport?entityId=6164,16.10.2017.,30.10.2017.,08.11.2017.,Izvješća objavljena,/Documents/List/6164,/ECon/MainScreen?entityId=6164,6164
Hrvatska agencija za nadzor financijskih usluga,Savjetovanje o prijedlogu Pravilnika o strukturi i sadržaju godišnjih financijskih izvješća investicijskih društava,/ECon/EconReport?entityId=6135,10.10.2017.,10.11.2017.,01.12.2017.,Izvješća objavljena,/Documents/List/6135,/ECon/MainScreen?entityId=6135,6135
Ministarstvo pravosuđa,"Savjetovanje o nacrtu Uredbe o preuzimanju Direktive 2012/29/EU Europskog parlamenta i Vijeća o uspostavi minimalnih standarda za prava, potporu i zaštitu žrtava kaznenih djela te o zamjeni Okvirne odluke vijeća 2001/220/PUP",/ECon/EconReport?entityId=6130,05.10.2017.,20.10.2017.,27.10.2017.,Izvješća objavljena,/Documents/List/6130,/ECon/MainScreen?entityId=6130,6130
Ministarstvo financija,Obrazac Iskaza o procjeni učinka propisa,/ECon/EconReport?entityId=6127,02.10.2017.,31.10.2017.,30.11.2017.,Izvješća objavljena,/Documents/List/6127,/ECon/MainScreen?entityId=6127,6127
Ministarstvo financija,Pravilnik o Registru koncesije,/ECon/EconReport?entityId=6128,02.10.2017.,17.10.2017.,17.11.2017.,Izvješća objavljena,/Documents/List/6128,/ECon/MainScreen?entityId=6128,6128
Ministarstvo pravosuđa,Savjetovanje o prijedlogu Plana zakonodavnih aktivnosti Ministarstva pravosuđa za 2018. godinu,/ECon/EconReport?entityId=6123,29.09.2017.,15.10.2017.,22.10.2017.,Izvješća objavljena,/Documents/List/6123,/ECon/MainScreen?entityId=6123,6123
Ministarstvo regionalnog razvoja i fondova Europske unije,Prijedlog plana zakonodavnih aktivnosti Ministarstva regionalnoga razvoja i fondova Europske unije za 2018. godinu,/ECon/EconReport?entityId=6098,28.09.2017.,13.10.2017.,23.10.2017.,Izvješća objavljena,/Documents/List/6098,/ECon/MainScreen?entityId=6098,6098
Ministarstvo hrvatskih branitelja,Savjetovanje o Prijedlogu plana zakonodavnih aktivnosti za 2018. godinu i Prethodnim procjenama,/ECon/EconReport?entityId=6103,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6103,/ECon/MainScreen?entityId=6103,6103
Ministarstvo kulture,Savjetovanje o prethodnoj procjeni za Nacrt prijedloga Zakona o audiovizualnim djelatnostima,/ECon/EconReport?entityId=6105,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6105,/ECon/MainScreen?entityId=6105,6105
Ministarstvo kulture,PRIJEDLOG PLANA ZAKONODAVNIH AKTIVNOSTI ZA 2018. GODINU,/ECon/EconReport?entityId=6107,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6107,/ECon/MainScreen?entityId=6107,6107
Ministarstvo kulture,Savjetovanje o prethodnoj procjeni za Nacrt prijedloga Zakona o kazalištima,/ECon/EconReport?entityId=6109,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6109,/ECon/MainScreen?entityId=6109,6109
Ministarstvo kulture,Savjetovanje o prethodnoj procjeni za Nacrt prijedloga Zakona o elektroničkim medijima,/ECon/EconReport?entityId=6111,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6111,/ECon/MainScreen?entityId=6111,6111
Ministarstvo kulture,Savjetovanje o prethodnoj procjeni za Nacrt prijedloga Zakona o financiranju javnih potreba u kulturi,/ECon/EconReport?entityId=6113,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6113,/ECon/MainScreen?entityId=6113,6113
Ministarstvo kulture,Savjetovanje o prethodnoj procjeni za Nacrt prijedloga Zakona o kulturnim vijećima,/ECon/EconReport?entityId=6115,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6115,/ECon/MainScreen?entityId=6115,6115
Ministarstvo kulture,Savjetovanje o prethodnoj procjeni za Nacrt prijedloga Zakona o obavljanju umjetničke djelatnosti,/ECon/EconReport?entityId=6117,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6117,/ECon/MainScreen?entityId=6117,6117
Ministarstvo kulture,Savjetovanje o prethodnoj procjeni za Nacrt prijedloga Zakona o upravljanju javnim ustanovama u kulturi,/ECon/EconReport?entityId=6119,28.09.2017.,13.10.2017.,13.11.2017.,Izvješća objavljena,/Documents/List/6119,/ECon/MainScreen?entityId=6119,6119
Ministarstvo poljoprivrede,Savjetovanje s javnošću za Prijedlog pravilnika o izmjeni Pravilnika o naknadama za poslove zdravstvene zaštite bilja,/ECon/EconReport?entityId=6080,27.09.2017.,13.10.2017.,17.10.2017.,Izvješća objavljena,/Documents/List/6080,/ECon/MainScreen?entityId=6080,6080
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Prijedlogu programa praćenja kvalitete tekućih naftnih goriva za 2018. godinu,/ECon/EconReport?entityId=6092,27.09.2017.,28.10.2017.,28.11.2017.,Izvješća objavljena,/Documents/List/6092,/ECon/MainScreen?entityId=6092,6092
Ministarstvo rada i mirovinskoga sustava,PRIJEDLOG PLANA ZAKONODAVNIH AKTIVNOSTI ZA 2018. GODINU,/ECon/EconReport?entityId=6085,26.09.2017.,10.10.2017.,17.10.2017.,Izvješća objavljena,/Documents/List/6085,/ECon/MainScreen?entityId=6085,6085
Ministarstvo rada i mirovinskoga sustava,KONAČNI PRIJEDLOG ZAKONA O PRIJENOSU MIROVINSKIH PRAVA,/ECon/EconReport?entityId=6088,26.09.2017.,10.10.2017.,17.10.2017.,Izvješća objavljena,/Documents/List/6088,/ECon/MainScreen?entityId=6088,6088
